Date,AWS,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25
2017-07-02 01:30,0,0.4,0.4,0.8,3,14,0.6,0.4,0.8,3,14,0.4,0,0,0,7,0,0,0,0,3,0.6,0.6,0,8,16
2017-07-02 01:40,0.1,0.4,0.4,0.2,0.8,8,0.4,0.2,0.4,1.5,6,0.6,0,0,0,8,0,0,0,0,20,1,3,0,18,30
2017-07-02 01:50,0.5,0,0.2,1.5,6,16,0.1,0.4,1.5,10,20,0.2,0,0,0,25,0,0,0,0,20,3,4,0,10,18
2017-07-02 02:00,1.05,0,1.5,6,20,25,0,1.5,3,12,30,2,0,0,0,25,0,0,0,0,25,2,8,0,20,20
2017-07-02 02:10,0.75,7,16,40,25,40,9,18,50,35,30,12,0,0,0,50,0,0,0,0,40,10,14,0,25,30
2017-07-02 02:20,0.05,12,12,30,10,5,14,30,50,10,5,12,0,0,0,6,0,0,0,0,12,30,40,0,20,20
2017-07-02 02:30,0,9,30,9,5,20,30,18,18,9,10,25,0,0,0,5,0,0,0,0,30,20,18,0,4,12
2017-07-02 02:40,0,7,6,5,2,3,9,10,7,6,9,25,0,0,0,8,0,0,0,0,20,25,12,0,3,14
2017-07-02 02:50,0,6,9,2,0.6,0.6,9,0.6,0.8,0.4,2,5,0,0,0,2,0,0,0,0,5,16,18,0,1.5,0.8
2017-07-02 03:00,0,0,0,0,0.2,0.4,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.6,0.8,0.8,0,0.8,0.8
2017-07-02 03:10,0,0.8,0.1,3,2,0.4,0.2,0,6,6,4,0,0,0,0,0.1,0,0,0,0,0.2,0.2,0,0,0.4,0.4
2017-07-02 03:20,0,2,0.2,0,0,0,0.6,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 03:30,0,0,4,3,1,0,0,0,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0
2017-07-02 03:40,0.05,0,0.4,1,4,5,0,0.1,0.4,0.8,2,0,0,0,0,0.2,0,0,0,0,0,2,4,0,0,0
2017-07-02 03:50,0,5,8,20,7,4,5,6,10,7,4,5,0,0,0,5,0,0,0,0,8,1,3,0,5,4
2017-07-02 04:00,0.05,3,4,5,9,8,4,4,5,7,6,2,0,0,0,5,0,0,0,0,3,8,7,0,4,3
2017-07-02 04:10,0.05,4,5,6,5,2,4,4,4,2,2,2,0,0,0,3,0,0,0,0,3,3,6,0,4,4
2017-07-02 04:20,0.05,8,7,7,5,6,18,14,7,4,4,9,0,0,0,3,0,0,0,0,2,8,9,0,6,2
2017-07-02 04:30,0,3,3,3,2,1.5,3,4,3,2,1.5,5,0,0,0,1.5,0,0,0,0,3,4,5,0,2,2
2017-07-02 04:40,0,1,1,0.6,0.4,1,1,0.4,0.4,0.8,0.8,0.6,0,0,0,0.2,0,0,0,0,0.4,4,4,0,1.5,0.4
2017-07-02 04:50,0,0.6,0.4,0.4,0.6,0.2,2,0.4,0.2,0.6,0.6,1,0,0,0,0.4,0,0,0,0,0.2,0.6,0.4,0,0.6,0.4
2017-07-02 05:00,0,0.4,0.6,0.6,0.8,0.8,0.2,0.4,0.8,0.8,0.4,0.2,0,0,0,0.8,0,0,0,0,0.2,0.2,0.1,0,0.1,0.2
2017-07-02 05:10,0,1.5,1.5,1.5,1,1,1,1,1,1,1,1.5,0,0,0,0.8,0,0,0,0,1,0.6,0.6,0,0.8,0.6
2017-07-02 05:20,0,0.6,0.6,0.6,0.4,0.6,1,1,1,0.6,0.6,1.5,0,0,0,0.6,0,0,0,0,0.6,1.5,1,0,0.8,0.4
2017-07-02 05:30,0,0.8,0.8,1,0.6,0.4,0.6,0.6,1,0.6,0.4,0.6,0,0,0,0.4,0,0,0,0,0.2,1,0.4,0,0.4,0.4
2017-07-02 05:40,0,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.6,0.6,0,0,0,0.6,0,0,0,0,0.8,0.6,0.4,0,0.4,0.4
2017-07-02 05:50,0,0.2,0.2,0.6,0.4,0.2,0.4,0.2,0.2,0.4,0.4,0.6,0,0,0,0.4,0,0,0,0,0.2,0.4,0.4,0,0.1,0.1
