Date,AWS,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25
2017-07-02 01:30,0,35,60,50,70,18,60,40,25,25,14,25,25,20,8,9,18,20,12,8,16,16,16,8,12,12
2017-07-02 01:40,0.05,40,30,35,25,35,30,35,40,30,25,35,50,40,30,5,60,60,50,25,10,25,50,40,5,10
2017-07-02 01:50,0.1,50,20,8,35,20,25,16,10,10,20,14,14,25,14,18,16,35,16,12,18,20,25,20,12,16
2017-07-02 02:00,0,12,5,9,6,3,10,8,7,5,3,12,10,16,5,2,12,8,20,6,3,10,6,10,9,4
2017-07-02 02:10,0,35,7,3,0.1,0,20,3,0.6,0,0,3,0.8,0.4,0.1,0.1,2,1,1,2,0.2,7,7,6,3,0.2
2017-07-02 02:20,0,4,5,14,9,2,7,6,6,6,4,9,8,8,1,2,12,6,6,4,1.5,7,7,16,9,3
2017-07-02 02:30,0,10,8,5,1.5,0.2,10,8,5,0.4,0.4,12,35,35,0.2,0.1,14,18,40,4,0.4,10,30,16,1.5,1.5
2017-07-02 02:40,0,8,1,0.2,0,0,8,0.4,0.2,0,0,10,14,2,0,0,9,6,4,0.1,0,12,14,8,1,0
2017-07-02 02:50,0,2,0,0,0,0,1,0.1,0,0,0.1,2,0,0,0,0.1,5,0.2,0,0,0,4,1.5,0.1,0,0
2017-07-02 03:00,0,0.2,0.2,0.4,0.1,0.1,0.6,0.1,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 03:10,0.05,0.1,0.8,1.5,1.5,1.5,0.8,0.2,0.6,0.8,1,0.2,0.2,0.6,0.6,1,1.5,1,0.8,0.2,0.2,1.5,3,1.5,0,0.2
2017-07-02 03:20,0,0.2,0.1,0.1,0.4,0.2,0.6,0.6,0.6,0.4,1,0.4,0.2,0.2,1,1,0.2,0.4,0.8,1,0.8,0,0.4,1.5,1.5,1
2017-07-02 03:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0.2,0,0,0
2017-07-02 03:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 03:50,0,0.4,0.1,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 04:00,0,1.5,2,2,2,0.6,0.6,1,4,2,0.8,0.4,0.6,1,0.6,0.4,0.1,0.1,0.4,0.6,0.6,0,0,0,0.6,0.4
2017-07-02 04:10,0,1.5,1,1,0.6,0.6,1,1,1,0.6,0.2,0.8,1,1,0.6,0.4,0.6,0.8,0.6,0.4,0.2,0.4,0.6,0.8,0.2,0.2
2017-07-02 04:20,0.05,1.5,1.5,0.8,0.4,0.6,1.5,0.8,1,0.8,0.6,3,5,3,1,1,2,2,1,1,0.4,4,3,2,0.4,0.4
2017-07-02 04:30,0,1.5,1,1,4,1,3,1,1,0.8,0.4,2,1.5,1.5,0.4,0.6,4,2,1.5,0.8,1,1,1.5,0.8,0.6,0.6
2017-07-02 04:40,0,1,2,1.5,0.6,0.1,2,1.5,1.5,1,1.5,2,1,1,2,1,0.8,0.8,1.5,0.4,0.2,2,1,0.6,0.6,0.2
2017-07-02 04:50,0,0.1,0.1,0,0,0,0.1,0.1,0,0,0,0.2,0.1,0.1,0,0,0.2,0.2,0.1,0,0,0.2,0.1,0.2,0.1,0
2017-07-02 05:00,0,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0,0,0,0,0,0
2017-07-02 05:10,0,0.6,0.4,0.4,0.6,0.6,0.4,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0,0,0,0,0,0,0
2017-07-02 05:20,0,0.4,0.4,0.1,0.1,0,0.4,0.1,0.2,0.1,0,0.4,0.2,0.2,0.2,0.1,0.4,0.6,0.4,0.2,0.1,0.4,0.4,0.4,0.2,0
2017-07-02 05:30,0,0.2,0.1,0,0.2,0,0.4,0.4,0,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.6,0.6,0.6,0.2,0.2,0.4,0.6,0.2,0.2,0.2
2017-07-02 05:40,0,0.2,0.1,0.1,0,0,0.1,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0
2017-07-02 05:50,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 06:00,0,0.2,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0,0,0.1,0,0.1,0.1,0.1,0,0.2,0.1,0,0.1
2017-07-02 06:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 06:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 06:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 06:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 06:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 07:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 07:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 07:30,0,0.2,1.5,5,3,0.6,1,1,1.5,2,0.1,0.4,0.4,0.4,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0
2017-07-02 07:40,0,0.4,2,2,0.4,0,1,2,0.8,0.4,0,2,2,0.4,0.1,0.1,1,0.4,0.2,0.2,0.1,1.5,0.4,0.1,0.1,0.4
2017-07-02 07:50,0,0.1,0.2,0.2,0.1,0,0.6,0.6,0.2,0,0,0.6,0.8,0.2,0,0,3,1,0.1,0,0,0.4,0.1,0.1,0.1,0.1
2017-07-02 08:00,0,0.2,0,0,0,0,0.4,0,0,0,0,0.2,0.1,0,0,0,0.6,0.2,0,0,0,0.6,0,0,0,0
2017-07-02 08:10,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 08:20,0,0.2,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 08:30,0,0.2,1,1,0.4,0,0.1,6,4,0,0,0.1,0.2,0.4,0,0,0,0.8,0.6,0,0,0,0,0,0,0
2017-07-02 08:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 08:50,0,14,3,1,1,1.5,60,0.8,0.2,0.1,0.2,5,0.2,3,5,7,4,0.1,0.2,0.4,0,0.6,0,0,0,0
2017-07-02 09:00,0,0.1,0.1,0.2,0.6,0.8,0.4,0.4,0.4,0.4,0.6,0.2,0.2,0.2,0.2,0.4,0.2,0.4,0.4,0.8,0.2,0.6,0,0.4,0.6,0.2
