Date,AWS,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25
2017-07-02 01:30,0,0,0,0.1,0.2,0.2,0,0,0,0.2,0.2,0.1,0,0,0.2,0.4,0.2,0,0,0,0,0.2,0.1,0.1,0,0
2017-07-02 01:40,0,0.1,0.1,0.2,0.2,0.6,0.1,0.1,0.2,0.2,0.4,0,0.1,0.2,0.4,0.4,0,0,0,0.1,0.2,0,0,0,0,0.2
2017-07-02 01:50,0,0,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0,0.1,0.2,0.2,0.2,0,0.2,0.1,0.2,0.4,0,0.2,0.2,0.2,0.2
2017-07-02 02:00,0,0.1,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0,0,0.2,0.2,0.1,0,0.1,0.2,0.2,0.1
2017-07-02 02:10,0,0,0,0.1,0,0,0,0.1,0.1,0,0,0,0.1,0.1,0,0,0.1,0.2,0.2,0,0,0.2,0.2,0.2,0,0.1
2017-07-02 02:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 02:30,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0
2017-07-02 02:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0.2,3
2017-07-02 02:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,0,0.2,0.2,0,0,0,1,0.6
2017-07-02 03:00,0.05,0.1,0.2,0.8,1,1,0.1,0.1,0.4,0.4,1,0,0,0.6,0.4,0.2,0,0,0.2,0.2,0,0,0,0.2,0,0
2017-07-02 03:10,0.05,0,0.2,0.6,1,7,0.2,0.4,0.6,1.5,3,0.2,0.2,0.6,1,3,0.2,0.4,0.6,1,2,0.4,0.2,0.6,0.4,1.5
2017-07-02 03:20,0,0.2,0.2,0.2,0.4,1,0.2,0.2,0.4,0.8,1.5,0.1,0.2,1,1,2,0.1,0.1,1,5,2,0.1,0.2,3,6,2
2017-07-02 03:30,0,1.5,0.2,0.1,2,5,2,1,0.4,3,8,1,0.4,0.4,3,8,1,0.2,0.2,0.4,0.2,0.4,1.5,1,0.8,1
2017-07-02 03:40,0.15,1,0.4,0.8,3,7,1,0.6,0.6,2,5,0.8,0.6,1,3,7,0.6,0.1,3,1.5,7,0.1,0,1.5,5,12
2017-07-02 03:50,0.55,0.6,0.8,1,2,3,0.2,1,6,5,12,0.2,0.6,1,8,16,0.4,0.1,0.2,3,16,0.8,0.2,0.2,4,14
2017-07-02 04:00,0.05,1.5,4,4,5,1.5,0.8,1,10,12,1.5,1.5,3,12,14,10,1,6,7,4,8,0.2,0.8,20,40,9
2017-07-02 04:10,0,4,4,3,2,5,9,3,2,1.5,3,6,3,1.5,2,6,9,1.5,6,4,1,2,4,10,2,1.5
2017-07-02 04:20,0,2,0.6,3,6,3,1,2,9,12,4,1.5,2,7,14,14,4,0.6,7,9,12,4,1,1.5,9,16
2017-07-02 04:30,0,7,8,8,0.6,0.1,5,0.1,5,4,0.1,8,8,6,1.5,0.1,3,14,10,1.5,0,5,12,3,2,3
2017-07-02 04:40,0.05,6,12,1.5,8,2,16,16,2,0.8,1.5,16,9,1.5,0.6,1.5,5,6,4,0.8,0.2,5,4,3,2,0.2
2017-07-02 04:50,0,9,9,0.2,0.4,1,5,2,0.2,0.4,0.4,8,1,0.4,0.4,1,10,3,2,0.2,0.6,8,9,2,1,1.5
2017-07-02 05:00,0.05,0.1,0.2,0.8,2,5,0,0.6,1.5,4,9,0.4,0.6,1,2,5,0.4,0.4,0.2,0.6,1.5,2,0.2,0.4,1,2
2017-07-02 05:10,0.15,0.8,1.5,2,3,10,1,2,4,5,7,0.4,0.8,1.5,2,6,0.1,0.2,0.6,3,6,0.6,0.4,0.8,1.5,9
2017-07-02 05:20,0.05,1.5,3,8,18,3,5,6,8,7,5,2,2,14,4,5,0.4,2,12,12,6,0.8,1,8,12,7
2017-07-02 05:30,0.1,0.6,1.5,2,3,3,0.6,2,3,5,3,1,9,9,7,2,3,18,25,1.5,2,7,12,12,4,3
2017-07-02 05:40,0,0.4,0.6,0.6,1,2,1.5,2,1.5,1,5,0.8,1,1.5,3,6,2,3,2,7,2,6,5,3,4,1
2017-07-02 05:50,0.05,3,4,4,3,2,3,4,8,10,2,5,5,5,5,1,1,0.6,2,1.5,0.8,1,0.4,1,1.5,1
2017-07-02 06:00,0,1.5,0.4,0.4,0.8,0.4,2,0.6,1,1,0.6,2,1.5,2,1.5,0.8,2,3,3,1,1,5,3,2,1,1
2017-07-02 06:10,0,0.6,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.6,0.4,0.2,0.2,0.4,0.4,0.2,0.4,0.4,0.4,0.2,0.2
2017-07-02 06:20,0,1.5,2,0.8,0.6,0.4,2,2,1.5,0.6,0.6,2,1.5,1,0.6,0.4,2,1,1,0.4,0.2,2,1,0.2,0.2,0.2
