Date,AWS,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25
2017-07-02 01:30,0,0.4,0.6,0.4,1,0.8,0.6,0.6,0.8,1,1,0.6,0.6,0.8,1,1,0.6,0.8,0.8,0.8,1,0.6,0.8,1,0.8,1
2017-07-02 01:40,0.05,0.2,0.2,0.4,0.6,1,0.2,0.2,0.2,0.6,0.8,0.2,0.4,0.4,0.2,1.5,0.2,0.4,0.6,0.8,0.8,0.4,0.6,0.8,1,1
2017-07-02 01:50,0,0.4,0.8,0.8,1,1.5,0.8,1.5,1,1.5,1.5,0.6,1.5,2,2,2,0.2,0.4,1,1,1,0.2,0.6,0.8,0.8,1
2017-07-02 02:00,0.1,0.1,0.2,1.5,2,2,0.2,0.4,2,3,4,0.2,0.4,0.6,1,1,0.4,0.6,0.6,1,0.4,0.6,0.8,0.6,2,1.5
2017-07-02 02:10,0,0.1,0.2,0.2,3,0.2,0.6,1,1.5,5,1,1.5,3,3,9,3,3,7,8,6,5,0.8,2,3,2,2
2017-07-02 02:20,0,0.2,0.6,0.4,1,1,0.4,0.4,0.4,0.8,0.8,0.2,0.6,0.4,0.4,1,0.4,2,6,0.2,0.2,1.5,7,5,0.8,0.2
2017-07-02 02:30,0,0.2,0.4,0.2,0.2,0.1,0.4,0.2,0.4,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.8,0.8
2017-07-02 02:40,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0,0,0.2,0.2,0.2,0.2,0,0.1,0.1,0.1,0.1,0.1
2017-07-02 02:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1
2017-07-02 03:00,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0.2,0.2,0.1,0,0.1,0,0,0,0
2017-07-02 03:10,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 03:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
