Date,AWS,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25
2017-07-02 12:40,0,0.2,0.1,0.1,0.2,0.1,0.4,0,0,0,0,0.4,0,0,0,0,0.2,0,0,0,0,0.1,0,0.2,0.1,0
2017-07-02 12:50,0,0.2,0.2,0.4,0.2,0,0.2,0.2,0.2,0.1,0,0.8,0.8,0,0,0,0.2,0.1,0,0,0,0.4,0.1,0,0,0
2017-07-02 13:00,0,0.8,0.2,1,0.1,0,0.6,0.1,0.6,0.2,0,1.5,0.2,0.2,0,0,0.8,0.2,0.1,0,0,0.2,0,0,0,0
2017-07-02 13:10,0,6,1.5,1,0,0,2,1,1,0.1,0,2,1.5,0.1,0,0,1,2,0.6,0,0,0.8,0.8,0.6,0,0
2017-07-02 13:20,0,1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0
2017-07-02 13:30,0,0.1,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0
2017-07-02 13:40,0,0.2,0.1,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 13:50,0,0.4,0.2,0,0,0,0.4,0.2,0,0,0,0.4,0.2,0,0,0,0.4,0.2,0,0,0,0.2,0.2,0.1,0,0
2017-07-02 14:00,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0
2017-07-02 14:10,0,0.2,0.4,0.4,0.8,1,0.4,0.6,0.4,0.4,0.8,0.2,0.6,1.5,1.5,0.2,0.1,0.2,0.6,0.6,0.1,0,0.2,0.2,0.2,0
2017-07-02 14:20,0,0.2,0.8,1.5,1,1,0.1,0.4,0.4,0.6,0.6,0,0.4,1,1,0.6,0,0.2,0.2,0.4,0.2,0,0.2,0.4,0.4,0.2
2017-07-02 14:30,0,5,6,16,20,14,3,4,5,5,2,2,2,2,1.5,2,1,1,1,0.6,1.5,0.6,0.6,0.2,0.2,0.1
2017-07-02 14:40,0.05,3,10,16,20,30,12,16,16,16,20,14,16,9,7,8,3,5,7,10,8,3,4,5,9,8
2017-07-02 14:50,0,0,0,0.6,8,5,0,0.1,3,18,12,0.2,5,10,16,16,0.4,4,25,25,9,3,4,16,20,10
2017-07-02 15:00,0,0,0,0,0.2,0.2,0,0,0,0.2,0.2,0,0,0,0,3,0,0,0,12,0.8,0,0,30,40,2
2017-07-02 15:10,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0
2017-07-02 15:20,0,0.1,4,7,3,0.4,0.2,0.4,1.5,1.5,0.8,0.2,2,2,0.6,0.2,0.6,1,1,0.2,0.4,0,0,0,0.1,0.2
2017-07-02 15:30,0,5,1,1,0.8,0.8,2,0.6,0.4,0.1,0.6,1.5,1.5,1,0.1,0.2,0.8,0.6,0.2,0.1,0.2,1,0.2,0.2,0.2,0.6
2017-07-02 15:40,0,0,0,0.2,0,0.2,0,0.6,1,0,0.4,1,2,2,0,0.1,5,6,1.5,0,0,0.6,1,1,0,0.4
2017-07-02 15:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.6
2017-07-02 16:00,0.05,0,0,0.4,0.2,0,0,0,0.4,0.1,0,0,0.8,0.6,0,0,0,0.6,0.2,0,0,0,0,0,0,0
2017-07-02 16:10,0,12,9,8,8,1.5,16,10,4,1,0.4,3,4,3,1,0.8,0.6,0.2,0.4,0.6,0.6,0.4,0.2,0.1,0.4,0.2
2017-07-02 16:20,0.1,6,12,16,10,3,8,12,14,7,2,9,9,9,4,6,5,9,9,2,2,4,4,3,0.6,1
2017-07-02 16:30,0,25,16,7,5,1,25,16,14,8,2,14,10,10,6,1.5,10,16,18,16,2,8,16,14,4,2
2017-07-02 16:40,0,35,16,3,0.8,0,25,12,3,0.2,0,20,16,2,0.2,0,25,7,2,1,0,14,6,6,0.2,0
2017-07-02 16:50,0,8,0.6,0,0,0,9,1,0,0,0,10,0.8,0,0,0,6,0.6,0.1,0,0,5,0.6,0.2,0,0
2017-07-02 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.2,0,0,0,0
2017-07-02 17:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 17:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 17:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0.2
2017-07-02 17:40,0,0,0,0,0,0.6,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 17:50,0,0,0,0,0.2,0.2,0,0,0,0,0,0.2,0.2,0.1,0,0.6,0.2,0.6,0.4,1,0.8,0.4,2,2,0.8,0.8
2017-07-02 18:00,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.1,0,0,0.2,0.2,0.2,0,0.1,1,1,0.6,0.1,0.2
2017-07-02 18:10,0,0,0,0,0.1,0,0,0,0.4,0.2,0,0,0,0.2,0.2,0,0.4,1.5,1.5,0.2,0,0,0,0,1.5,0.2
2017-07-02 18:20,0.2,0,0,0,1,2,0,0,0,0.8,2,0,0,0,0.2,1,0,0,0,1.5,2,0,0,0.2,1.5,5
2017-07-02 18:30,0.05,0,0,0.6,2,1.5,0,0.8,1,1.5,3,0,0,5,7,6,0,3,4,6,3,0,0.6,2,2,7
2017-07-02 18:40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0.1,10,40,30,0,0.2,10,20,10
2017-07-02 18:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5
2017-07-02 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 19:10,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0
2017-07-02 19:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0.2,2
2017-07-02 19:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,1.5,0.6
2017-07-02 19:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 19:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
2017-07-02 20:00,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.1,0.1,0,0,0,0.1,0.2,0,0,0,0,0.2
2017-07-02 20:10,0.15,0.6,0.4,0.6,1.5,2,0.6,0.4,0.8,2,2,0.6,1,1.5,2,3,0.4,0.4,0.6,1.5,2,1,1,1.5,1.5,2
2017-07-02 20:20,1.6,1,1,2,3,14,1,2,2,6,25,0.8,1,2,5,30,2,2,3,12,25,3,2,6,9,16
2017-07-02 20:30,1.35,2,2,4,8,10,1,1,10,12,25,1.5,4,16,20,20,3,3,10,16,20,5,8,12,14,14
2017-07-02 20:40,1.05,2,12,25,30,30,6,20,25,30,25,5,8,18,25,20,10,30,30,20,12,16,25,30,18,16
2017-07-02 20:50,0.15,25,20,9,2,3,40,25,14,3,1.5,40,25,25,10,6,50,40,30,12,10,40,35,30,18,10
2017-07-02 21:00,0,4,0,0,0,0,4,0.8,0,0,0,2,0.8,0,0.1,0.4,2,0.2,0.1,0.4,0.6,1.5,0.6,0.8,0.6,1
2017-07-02 21:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 21:20,0.05,1,0.4,0.1,0,0.6,0.8,0.4,0,0.2,0.6,0.8,0.2,0,0.2,0.2,0.1,0.1,0,0.2,0,0,0,0,0,0
2017-07-02 21:30,0.05,0.8,0.4,0,0,0,0.2,0,0,0,0,0,0,0,0.4,1.5,0,0.1,0,1.5,2,0,0.2,0.1,1,1
2017-07-02 21:40,0.2,0,0,0,2,1.5,0.1,0,0.2,2,8,0.1,0.2,1.5,3,10,0,0.4,2,12,10,0,0.4,2,10,8
2017-07-02 21:50,0.2,1,4,7,12,14,1.5,2,3,3,5,1.5,4,3,5,7,2,4,2,5,7,2,5,5,2,3
2017-07-02 22:00,0.05,1,0.8,0.8,1,1.5,1.5,1,2,1.5,2,3,1.5,1.5,1.5,1.5,3,3,2,1.5,2,6,4,3,1.5,3
2017-07-02 22:10,0.05,1,0.6,0.2,0.4,0.6,0.2,0.1,0.2,0.4,0.4,0,0.4,0.6,0.4,0.6,0.2,0.8,1.5,1,1.5,1,1,2,3,1.5
2017-07-02 22:20,0,50,40,20,8,4,40,9,5,3,0.2,9,5,0.4,0.2,0.4,5,1,0.6,0.4,0.6,0.8,2,1,1,0.4
2017-07-02 22:30,0,12,18,25,25,8,20,25,30,20,16,25,25,30,25,5,35,35,30,25,2,40,40,40,9,5
2017-07-02 22:40,0.15,25,20,18,3,1,16,14,10,0.8,0.6,25,16,6,0.8,1,25,20,6,2,1,25,14,9,8,1
2017-07-02 22:50,0,6,2,10,7,3,3,7,12,12,5,9,20,25,12,5,12,14,25,20,6,8,5,10,10,3
2017-07-02 23:00,0,8,14,14,9,0.6,4,9,10,0.6,0.4,7,9,3,0.4,0.6,8,6,2,0.4,0.6,16,6,2,1,0.2
2017-07-02 23:10,0.05,6,0.2,0.4,0.2,0.2,1.5,0.2,0,0,0.2,0.6,0,0,0,0,0.8,0,0,0,0,1,0,0,0,0
2017-07-02 23:20,0,2,3,3,2,0.6,1.5,3,3,2,1.5,3,4,3,2,0.6,5,3,4,3,0.6,4,2,2,1,0.4
2017-07-02 23:30,0,1.5,0,0,0,0,1.5,0,0,0,0,1,1,0,0,0,0.2,0,0,0,0,0.1,1.5,0,0,0
2017-07-02 23:40,0.55,0,0,0,2,7,0,0,0,0.8,7,0,0,0,0.4,7,0,0,0.1,1.5,6,0,0,0.2,2,8
