Date,AWS,wind_speed,wind_direction,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49
2017-07-02 06:20,0,1.75,46.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 06:30,0,0.98,60.4,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 06:40,0.1,0.38,30.8,0,0,0,0.1,0.4,3,12,0,0,0,0,1,1.5,4,0,0,0,0,0.6,2,6,0,0,0,0,1,1.5,5,0,0,0,0,0.4,1,5,0,0,0,0,0.1,4,5,0,0,0,0,0.2,1,2
2017-07-02 06:50,0.35,0.51,83,0.2,0.2,0.4,0.8,5,5,16,0.2,0.2,0.6,0.6,3,7,12,0.2,0.2,1,1.5,2,4,5,0.4,0.4,1,2,2,2,5,0.2,0.6,0.8,2,3,3,8,0,0.6,1.5,3,4,9,12,0,0.2,1,2,3,18,18
2017-07-02 07:00,0.6,0.49,94.6,0,0.2,10,12,7,14,9,0,0,1,8,7,14,20,0,0.1,0.8,2,4,10,25,0,0.1,1,3,6,12,16,0.1,0.2,1,4,6,7,9,0.2,0.4,1,4,5,5,7,0.6,0.8,0.8,3,12,10,2
2017-07-02 07:10,0.15,1.27,77.3,0.4,1,1.5,3,9,9,5,1,1.5,2,6,7,7,4,0.8,2,5,8,8,3,7,1,4,6,14,12,10,9,2,4,10,14,10,16,12,4,6,10,18,20,20,12,1.5,3,10,10,10,20,20
2017-07-02 07:20,0.15,1.51,10.1,0.2,1,1.5,5,5,4,1.5,1,1,2,8,5,4,1.5,1.5,2,6,10,6,3,1.5,2,3,4,9,9,5,1.5,3,9,7,7,8,6,3,8,9,9,4,1.5,3,6,14,25,20,5,1.5,8,18
2017-07-02 07:30,0.1,0.6,130.3,0.8,2,8,9,5,9,0.6,0.4,7,14,10,12,2,1,0.4,1.5,6,9,10,3,1,1.5,8,12,14,12,3,1,1.5,5,7,10,4,2,1,1.5,7,1.5,2,3,2,1,9,5,4,3,3,1.5,3
2017-07-02 07:40,0.05,0.69,160.2,1,1,1.5,1.5,1,3,1.5,1.5,2,2,1.5,0.6,1,0.6,1,4,3,1,0.8,0.6,0.4,7,5,3,4,2,1.5,0.4,8,9,6,9,2,2,0.6,4,6,10,9,2,2,0.6,4,12,10,5,3,2,0.4
2017-07-02 07:50,0.05,0.23,110.1,0,0.2,0.4,1.5,1.5,2,1,0.4,0.6,0.4,0.4,3,3,0.6,0.2,0.4,0.4,1.5,4,3,0.8,0.6,0.6,1,2,7,3,0.6,1,1.5,1.5,3,8,2,0.2,2,1.5,2,8,8,1,0.2,2,1.5,1.5,7,6,1.5,0.2
2017-07-02 08:00,0,0.29,212.4,0,1.5,6,6,3,0,0.1,0.1,2,2,1.5,1,0.1,0.1,0,0.1,1.5,2,1.5,0,0.2,0.2,0.2,2,3,2,1,0.1,0.8,2,4,7,3,2,0,0.2,0.6,8,8,3,0.8,0.4,0.6,6,7,7,2,1.5,0.4
2017-07-02 08:10,0,0.64,98,0,0.8,1,1,0.2,0.2,0.4,0.8,1,2,1.5,0.1,0.1,2,1,7,4,0.2,0.1,0.2,1.5,2,8,4,0.2,0,0.6,4,8,10,2,2,0.1,0.2,3,2,4,5,2,0.1,0.2,1.5,1,7,7,1,0,0.1,0.4
2017-07-02 08:20,0.05,1.1,23.2,0,0.2,2,5,5,1.5,1,0,0.2,0.4,0.8,0.8,2,1.5,0,0.2,0.4,1,4,5,5,0,0.6,0.4,0.8,3,7,7,0.8,1,0.2,0.6,3,6,7,2,2,0.2,2,4,6,9,4,2,0.1,1.5,5,8,4
2017-07-02 08:30,0,1.07,44.7,1,1.5,12,12,0.4,0.4,0.2,4,2,10,2,0.4,0.2,0.2,3,16,12,4,0.6,0.4,0.4,2,5,7,3,2,0.4,0.6,1.5,3,3,3,1.5,0.4,0.4,0.4,0.6,2,3,2,0.8,0.4,0.8,5,6,3,2,2,0.6
2017-07-02 08:40,0,0.3,136.7,0,0.8,0.6,0,0,0,0,1,1,0.8,0,0,0,0,2,1,0.8,0.1,0,0,0,1,2,1,0.2,0,0,0,2,3,0.2,0,0,0,0,2,2,1,0.1,0.2,0.1,0,3,3,2,0.2,0.2,0.2,0.1
2017-07-02 08:50,0,0.01,45.3,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.6,0,0,0,0,0,0,2,0.1,0,0,0,0,0,2,0,0,0,0,0,0,1.5,0,0,0,0,0,0,1.5,0,0,0,0,0,0
2017-07-02 09:00,0,0.08,45.3,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02 09:10,0,0.76,55.4,1,2,0.1,0,0,0,0,2,1,0.2,0,0,0,0,1,0.4,0,0,0,0,0,0.6,0.2,0,0,0,0,0,1,0.2,0.2,0,0,0,0,0.2,0.1,0.1,0,0,0,0,0.1,0.1,0,0,0,0,0
2017-07-02 09:20,0,0.49,52.1,3,2,0,0.1,0.1,0.1,0.1,3,0,0,0.1,0.1,0,0.1,1,0,0.1,0.1,0,0,0,0.8,0.1,0,0,0,0,0,0.6,0.4,0,0,0,0,0,2,1,0.2,0,0,0,0,2,0.8,0.4,0,0,0,0
2017-07-02 09:30,0,0.43,199.3,0,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0,0.2,0.2,0.2,0.2,0.1,0.1,0,3,0.4,0.2,0,0.1,0,0,5,6,1,0.2,0.1,0.1,0,1,1,0.4,0.2,0.2,0.1,0
2017-07-02 09:40,0,0.29,177.1,0.8,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.4,0.2,0.1,0,0.1,0.2,0.4,0.2,0.2,0.2,0.1,0.1,0.4,0.4,0.2,0.2,0.2,0.2,0.1,1,0.2,0.4,0.2,0.2,0.1,0.1,3,0.1,0.2,0.4,0.2,0.1,0,4,0.2,0.4,0.2,0.2,0,0
2017-07-02 09:50,0,0.52,111,0.2,0.1,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0,0.1,0.2,0.2,0.4,0.2,0.4,0,0,0.2,0.2,0.4,0.4,0.4,0.1,0.1,0.2,0.4,0.6,0.6,0.6,0.1,0.2,0.2,0.4,0.6,0.8,0.6,0.2,0.1,0.2,0.4,1,1,0.8
2017-07-02 10:00,0,0.87,92.7,0,0.2,0.4,0.6,0.6,1.5,2,0,0.2,0.4,0.8,1,0.8,1,0,0.6,0.4,0.8,1,0.8,0.2,0.1,0.2,0.2,1.5,3,2,0.2,0.1,0.1,0.1,0.6,0.8,0.8,0.2,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
2017-07-02 10:10,0,0.92,70.1,1,0.4,1,1.5,0.4,0.2,0.2,1,0.4,4,2,1,0.6,0.2,1.5,4,12,1.5,0.8,0.6,0.2,2,10,16,1,0.8,0.4,0.2,8,12,8,0.6,0.8,0.6,0.2,7,9,7,0.6,0.6,0.6,0.2,0.4,1,1,0.4,0.4,0.4,0.2
2017-07-02 10:20,0,0.44,81.4,0.8,0.1,0.1,0.2,0.2,0.1,0,0.2,0.1,0.4,0.4,0.2,0.2,0.1,0.6,0.1,0.4,0.4,0.2,0.2,0.1,0.4,0.6,0.6,0.2,0.2,0.2,0.2,1,1,1,0.2,0.2,0.2,0.2,3,1,0.4,0.2,0.2,0.2,0.4,8,2,0.4,0.2,0.2,0.2,0.4
2017-07-02 10:30,0,0.87,142.9,0,0.2,0.6,0.6,0.1,0.1,0,0.1,0.2,0.6,0.2,0.2,0.1,0,0.1,0.6,0.6,0.2,0,0,0,0,0.6,0.6,0.1,0.1,0.1,0,0.2,0.6,0.2,0.1,0.1,0.1,0.1,0.4,0.4,0,0,0.4,0.2,0,0.2,0.2,0.1,0.2,0.6,0.4,0.1
2017-07-02 10:40,0,0.69,150.5,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.6,0.4,0.1,0.1,0.1,0.2,0.2,1,0.6,0.1,0.1,0.2,0.2,0.1,1.5,0.2,0,0.1,0.2,0.2,0.1,1.5,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.2,0.1,0.1,0.1,0.1,0
2017-07-02 10:50,0.05,0.84,172.9,0.2,0,0.1,0.1,0.2,0.6,1,0.1,0.1,0.1,0.2,0.2,0.6,0.6,0.1,0.2,0.1,0.1,0.2,0.4,0.2,0.2,0.1,0.1,0.2,0.4,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.1,0.4,0.4,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0.2
2017-07-02 11:00,0,1,161.6,0,0,0.1,0.6,0.8,2,0.2,0,0,0.2,0.8,3,1,0.2,0,0,0.2,0.4,2,0.4,0.2,0,0,0.4,2,4,0.8,0.4,0.1,0.1,0.6,1.5,1,0.6,0.4,0.1,0.1,1,1,0.6,0.2,0.6,0.2,0.2,0.8,0.6,0.4,0.1,0.4
2017-07-02 11:10,0.05,0.49,175.1,0,0.1,0.1,4,4,4,2,0,0.1,0.2,2,2,1.5,1.5,0,0.2,0.2,0.8,1,0.8,0.8,0.1,0.2,0.2,0.2,0.2,0.4,0.4,0.2,0.2,0.6,0.2,0.2,0.2,0.4,0.2,0.6,0.4,0.2,0.4,0.4,0.4,0.2,0.8,0.6,0.2,0.2,0.2,0.6
2017-07-02 11:20,0.05,1.02,238.1,6,30,40,35,35,18,2,1.5,30,35,30,14,3,1.5,2,16,30,20,8,5,5,2,8,12,14,5,6,4,2,10,14,14,3,4,4,0.4,7,12,14,5,3,3,0.2,1,2,3,3,4,3
2017-07-02 11:30,0.05,0.72,231,20,20,7,4,2,2,3,20,14,10,6,3,1,2,16,14,12,7,3,2,2,16,14,16,6,2,2,2,20,18,18,7,5,6,4,20,14,7,5,6,7,4,20,12,8,7,7,7,5
2017-07-02 11:40,0,0.42,201.5,5,6,5,3,2,4,4,12,8,6,2,2,3,2,9,6,4,2,2,2,2,7,8,6,3,4,3,2,8,4,3,2,3,4,3,7,3,2,1.5,3,5,5,9,4,3,2,6,6,6
2017-07-02 11:50,0,0.9,104.5,12,10,8,6,2,1,0.2,16,16,4,2,1.5,1,0.6,12,12,4,4,3,2,0.8,14,6,3,4,5,4,1,8,5,4,4,3,4,2,7,6,7,4,3,2,1,7,9,9,6,3,1,0.6
2017-07-02 12:00,0,0.99,198.6,10,8,0.8,0.1,0,0,0,6,5,1,0.1,0.1,0,0,8,5,1.5,0.2,0.1,0,0,3,2,1,0.4,0.1,0.1,0,3,2,1,0.8,0.2,0.1,0.1,6,2,1.5,1,0.2,0.1,0.2,5,4,3,1.5,0.6,0.4,0.2
2017-07-02 12:10,0,0.95,160.4,7,0.6,0,0.2,0,0,0.2,4,0.8,0,0,0.4,0.2,0.2,2,0.2,0.2,0,0.2,0.4,0.2,1,0.2,0,0,0,0.2,0.2,0.8,0.1,0,0,0,0.2,0.2,1,0.2,0.2,0,0,0.1,0.1,1.5,0.6,0.6,0,0,0,0.1
2017-07-02 12:20,0,1,191.9,5,7,2,0,0,0,0,1,0.8,0.4,0,0,0,0,1,0.4,0.2,0,0,0,0,1.5,0.6,0,0,0,0,0.1,0.1,0,0,0.2,0,0.2,0.2,0.1,0,0.2,0.2,0.1,0,0,0.4,0,0.2,0.2,0.2,0,0
2017-07-02 12:30,0,0.49,193.6,3,0.6,0,0,0,0,0,3,0.1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0.8
2017-07-02 12:40,0,0.95,94.6,0,0.1,1.5,12,12,5,0.8,0,0.1,2,3,2,1,0.4,0,0.2,2,1.5,0.8,0.4,0.6,0,0.2,0.6,0.4,0.4,0.2,0.4,0,0,0.1,0.8,1,0.2,0.1,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.1,0.2
2017-07-02 12:50,0.05,1.08,65.9,1.5,20,25,20,8,2,0.8,2,20,20,14,2,1.5,0.8,3,14,20,10,1.5,1,0.8,6,10,12,5,0.8,0.6,0.8,6,9,9,4,0.6,0.4,0.6,8,10,3,2,0.2,0.4,0.4,2,2,1.5,1,0.2,0.2,0.2
2017-07-02 13:00,0.05,1.35,11.9,20,25,16,12,14,8,4,40,25,20,14,8,3,2,35,35,18,12,12,7,2,20,12,5,5,2,1.5,2,30,9,3,2,1,1,1,18,9,4,1.5,0.8,0.8,0.8,12,5,2,2,0.8,0.2,0.2
2017-07-02 13:10,0,2.26,46.9,7,4,18,16,20,25,20,12,16,20,10,12,30,16,9,25,25,12,7,8,6,14,12,14,9,6,8,1,20,10,10,8,3,3,2,18,10,9,4,3,3,1,14,12,10,4,3,0.8,0.6
2017-07-02 13:20,0.05,3.74,63.2,0,0,4,7,20,30,10,0.2,0,12,20,40,20,8,3,20,20,60,80,40,7,18,25,25,30,35,25,6,20,25,35,30,30,20,8,20,25,18,20,20,7,8,18,18,10,16,14,6,1.5
2017-07-02 13:30,0.05,3.84,259.1,3,0.1,0.2,0.2,0.2,0.2,0.6,0.8,0,0,0.4,0.2,0.4,0.4,0.8,0.2,0.2,0.4,0.8,2,1,0.6,0.4,0.8,1.5,12,7,0.6,1,1,7,25,20,9,0.2,4,10,20,40,20,5,0,12,18,35,35,20,2,0
2017-07-02 13:40,0,2.04,266.1,5,7,5,3,3,0.8,0.2,3,7,6,1.5,1.5,0.8,0.1,10,12,8,2,2,1,0.2,5,14,2,3,2,0.8,0.1,7,10,2,0.2,0.2,0.4,0.1,0.6,5,1.5,0.4,0.6,0.1,0,4,10,2,0.6,1,0.4,0
2017-07-02 13:50,0,1.01,211.8,25,12,10,5,2,2,1.5,18,6,4,4,3,3,1.5,12,10,7,2,3,2,1.5,4,12,9,2,2,1.5,0.4,10,16,16,0.8,1,0.4,0.4,6,4,4,1,0.1,0.4,0.4,12,1.5,1,1,0.1,0.4,0.4
2017-07-02 14:00,0,0.74,130.7,12,20,20,30,16,2,0.6,20,16,10,12,7,1,0.6,16,14,9,10,7,1.5,1,25,14,10,3,1,0.8,0.6,20,25,10,1.5,1,0.8,0.2,16,18,4,1,1,0.8,0.2,7,3,2,2,1.5,1,0.2
2017-07-02 14:10,0,1.85,106.2,20,16,35,20,5,1.5,0.4,25,40,50,20,1,0.6,1,25,50,50,30,3,0.8,0.8,20,50,40,16,2,2,1.5,18,20,20,5,3,0.2,0.1,20,10,8,3,2,1,0.1,14,7,4,2,1.5,0.8,0
2017-07-02 14:20,0,2.69,276.1,16,7,8,2,2,5,0,7,9,3,4,18,16,0,10,5,12,16,40,3,0,18,20,18,50,40,2,0.1,20,30,40,60,60,5,0.2,30,35,40,60,50,9,0,80,50,20,20,14,2,0.4
2017-07-02 14:30,0.1,2.77,262.5,3,1.5,0.6,0,0,0.6,4,6,1.5,0.4,0,0,0.2,3,2,1,0.2,0,0,0.4,2,2,1,0.4,0,0,0.6,1.5,2,1,0.4,4,1.5,0.2,1,3,2,8,10,2,0,0.4,8,6,20,25,1,0,0.1
2017-07-02 14:40,0.15,3.68,209.3,2,1,8,10,12,10,2,1,2,7,4,12,9,3,1,5,9,5,3,4,5,1,1.5,5,8,12,9,6,1.5,0.4,1.5,7,4,4,5,1,1,0,0.2,1.5,2,2,0.2,0.2,0,0,0.4,1,2
2017-07-02 14:50,0,3.27,227.3,3,0.6,3,5,0.2,0,0,0.8,0.8,2,2,0.4,0,0,0.6,1.5,2,1,0.2,0.1,0,2,2,4,2,0.8,0.4,0,4,2,2,1.5,1.5,0.6,0.2,10,5,3,2,2,0.8,0.4,10,5,3,3,2,1,1.5
2017-07-02 15:00,0,2.57,243.9,0,2,1.5,0.4,0.2,0,0,1,1.5,0.1,0.1,0.2,0,0,0.8,1,0.6,0.2,0,0,0,0.2,1,1,0.1,0,0,0,1,2,1.5,0.1,0,0,0,1,1.5,1,0.1,0,0,0,3,2,2,0.1,0,0,3
2017-07-02 15:10,0,1.85,239.3,3,4,2,0.2,0,0,0,3,5,3,0,0,0,0,12,14,7,0.4,0,0,0,8,4,1.5,0.6,0,0,0,1.5,1.5,0.6,0.6,0,0,0,3,0.4,0.6,0.6,0.4,0,0,1,0.2,0.4,0.4,0.2,0,0
2017-07-02 15:20,0,1.77,210.4,0,0.2,0.4,0.2,0.2,0,0,0.2,0.4,0.4,0.6,0.1,0,0,0.6,1,1,0.8,0.1,0,0,0.4,0.6,0.8,0.8,0.2,0,0,0.4,0.2,0.4,0.6,0.2,0,0.1,1,1,0,0.2,0.2,0.1,0,3,1,0,0,0.1,0,0
2017-07-02 15:30,0.15,2.09,149.9,0,0,0,0,0,5,8,0,0,0,0,0,7,9,0,0,0,0,1,2,5,0,0,0,0,0.8,0.4,1,0,0,0,0.2,0.2,0,0.6,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0,1
2017-07-02 15:40,0,0.81,152.8,0,0,0,0,1,1.5,0,0,0,0,0.4,2,1.5,0.2,0,0,0,0.2,2,1,0.4,0,0,0.2,0.1,0.2,3,0.6,0,0,0.2,0,0,7,0.8,0,0,0.4,0.8,3,6,0.2,0,0.6,0.2,4,4,3,0.2
2017-07-02 15:50,0,0.4,163.5,0,0.2,1,0.6,0.1,0,0,0,0.2,0.6,0.4,0.4,0,0,0,0,1.5,3,1,0,0,0,1,3,8,4,0,0,0,2,7,8,4,0,0,0,8,7,7,1,0,0,0,10,5,4,0.2,0,0
2017-07-02 16:00,0,1.1,67.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.2,0.4,0,0,0,0,0,0.2,0.4,0,0,0,0,0,1.5,2,0.1,0,0,0,0
2017-07-02 16:10,0,0.73,30.4,0,0,0,0,0,0.2,4,0,0,0,0,0,1.5,8,0,0,0,0,0,0.8,10,0,0,0,0,0,0.1,1.5,0,0,0,0,0,0.1,0.4,0,0,0,0,0,0.1,0.4,0,0,0,0,0,0,0.4
2017-07-02 16:20,0.1,0.8,59.4,0.6,1.5,0.6,0.1,0.6,0.4,2,5,1.5,0.8,0.8,1.5,0.8,3,2,4,0.6,0.1,1.5,3,4,0.1,0.2,0.2,0.1,8,12,7,0,0,0.2,0.2,2,6,7,0,0,0.2,1.5,1,4,3,0,0,0,0.8,3,6,2
2017-07-02 16:30,1.15,4.23,154.9,1.5,1,2,1.5,6,20,30,0.4,0.4,1.5,1,6,40,30,0.2,0.1,1,2,9,20,20,0.8,0.2,1,6,9,16,20,0.4,0.2,0.6,1.5,4,14,14,0.8,0.2,0.8,6,8,14,20,0.2,0.2,0.4,2,7,3,4
2017-07-02 16:40,0.6,2.75,201.8,0.4,6,10,40,35,10,10,2,4,16,40,30,12,25,1.5,12,25,60,35,20,20,3,2,25,50,80,35,25,3,7,18,40,40,35,30,3,14,30,25,30,20,16,2,60,50,35,16,14,10
